╔══════════════════════════════════════════════════════════════╗
║  Flush+Reload Demo  –  ATTACKER  (ARMv8 / Cortex-A53)      ║
║  Monitoring spy file for victim accesses to session token.  ║
╚══════════════════════════════════════════════════════════════╝

[attacker] Timer frequency: 19200000 Hz  (52.1 ns/tick)

[attacker] Waiting for spy file '/tmp/fr_demo_spy' …

[attacker] Spy file opened (fd=4)
[attacker] Spy page mapped at virtual 0xffff89e28000  (shared physical page)

[attacker] ── Phase 1: Calibration ──────────────────────────
[attacker] Calibration results (200 samples):
[attacker]   L2 cache HIT  =    134 ns  (line already in cache)
[attacker]   DRAM miss     =   2355 ns  (line not in cache)
[attacker]   Threshold     =   1244 ns  (midpoint)

[attacker] ── Phase 2: Flush+Reload Sampling ─────────────────
[attacker] Collecting 200 samples (warmup=10, wait=70 ms per sample)

  Sample  Reload(ns)  Decision  Running hit count
  ──────  ──────────  ────────  ─────────────────
  1       2760        miss      0 hits so far  (warmup)
  2       2291        miss      0 hits so far  (warmup)
  3       1562        miss      0 hits so far  (warmup)
  4       1562        miss      0 hits so far  (warmup)
  5       2447        miss      0 hits so far  (warmup)
  6       2500        miss      0 hits so far  (warmup)
  7       1145        HIT ◄   0 hits so far  (warmup)
  8       2395        miss      0 hits so far  (warmup)
  9       1718        miss      0 hits so far  (warmup)
  10      1406        miss      0 hits so far  (warmup)
  11      1406        miss      0 hits so far
  12      1718        miss      0 hits so far
  13      520         HIT ◄   1 hits so far
  14      3593        miss      1 hits so far
  15      2031        miss      1 hits so far
  16      2395        miss      1 hits so far
  17      1614        miss      1 hits so far
  18      1979        miss      1 hits so far
  19      1875        miss      1 hits so far
  20      1250        miss      1 hits so far
  21      677         HIT ◄   2 hits so far
  22      2395        miss      2 hits so far
  23      2343        miss      2 hits so far
  24      2395        miss      2 hits so far
  25      2031        miss      2 hits so far
  26      2552        miss      2 hits so far
  27      1927        miss      2 hits so far
  28      2083        miss      2 hits so far
  29      677         HIT ◄   3 hits so far
  30      3854        miss      3 hits so far
  31      76250       miss      3 hits so far
  32      2187        miss      3 hits so far
  33      1406        miss      3 hits so far
  34      1145        HIT ◄   4 hits so far
  35      1406        miss      4 hits so far
  36      1406        miss      4 hits so far
  37      1302        miss      4 hits so far
  38      4010        miss      4 hits so far
  39      3229        miss      4 hits so far
  40      1979        miss      4 hits so far
  41      2083        miss      4 hits so far
  42      2708        miss      4 hits so far
  43      2135        miss      4 hits so far
  44      2291        miss      4 hits so far
  45      2135        miss      4 hits so far
  46      2500        miss      4 hits so far
  47      2395        miss      4 hits so far
  48      2239        miss      4 hits so far
  49      2291        miss      4 hits so far
  50      2291        miss      4 hits so far
  51      2083        miss      4 hits so far
  52      2291        miss      4 hits so far
  53      2500        miss      4 hits so far
  54      2239        miss      4 hits so far
  55      3177        miss      4 hits so far
  56      2552        miss      4 hits so far
  57      1614        miss      4 hits so far
  58      1302        miss      4 hits so far
  59      1979        miss      4 hits so far
  60      2395        miss      4 hits so far
  61      1093        HIT ◄   5 hits so far
  62      2500        miss      5 hits so far
  63      2083        miss      5 hits so far
  64      1614        miss      5 hits so far
  65      1458        miss      5 hits so far
  66      1718        miss      5 hits so far
  67      1718        miss      5 hits so far
  68      1406        miss      5 hits so far
  69      1510        miss      5 hits so far
  70      2656        miss      5 hits so far
  71      1614        miss      5 hits so far
  72      1197        HIT ◄   6 hits so far
  73      1354        miss      6 hits so far
  74      1770        miss      6 hits so far
  75      1145        HIT ◄   7 hits so far
  76      1770        miss      7 hits so far
  77      1927        miss      7 hits so far
  78      2552        miss      7 hits so far
  79      2447        miss      7 hits so far
  80      2395        miss      7 hits so far
  81      2291        miss      7 hits so far
  82      2916        miss      7 hits so far
  83      2500        miss      7 hits so far
  84      2500        miss      7 hits so far
  85      1406        miss      7 hits so far
  86      3281        miss      7 hits so far
  87      1614        miss      7 hits so far
  88      2500        miss      7 hits so far
  89      1770        miss      7 hits so far
  90      1406        miss      7 hits so far
  91      1406        miss      7 hits so far
  92      1510        miss      7 hits so far
  93      1562        miss      7 hits so far
  94      729         HIT ◄   8 hits so far
  95      2760        miss      8 hits so far
  96      1718        miss      8 hits so far
  97      1458        miss      8 hits so far
  98      1250        miss      8 hits so far
  99      2187        miss      8 hits so far
  100     1614        miss      8 hits so far
  101     1666        miss      8 hits so far
  102     989         HIT ◄   9 hits so far
  103     2760        miss      9 hits so far
  104     2656        miss      9 hits so far
  105     1979        miss      9 hits so far
  106     2083        miss      9 hits so far
  107     2291        miss      9 hits so far
  108     1875        miss      9 hits so far
  109     1822        miss      9 hits so far
  110     1145        HIT ◄   10 hits so far
  111     3802        miss      10 hits so far
  112     4010        miss      10 hits so far
  113     2291        miss      10 hits so far
  114     1718        miss      10 hits so far
  115     1614        miss      10 hits so far
  116     2083        miss      10 hits so far
  117     1822        miss      10 hits so far
  118     1354        miss      10 hits so far
  119     2291        miss      10 hits so far
  120     1875        miss      10 hits so far
  121     3229        miss      10 hits so far
  122     2395        miss      10 hits so far
  123     2395        miss      10 hits so far
  124     1458        miss      10 hits so far
  125     1458        miss      10 hits so far
  126     1718        miss      10 hits so far
  127     2395        miss      10 hits so far
  128     1562        miss      10 hits so far
  129     1250        miss      10 hits so far
  130     2135        miss      10 hits so far
  131     2343        miss      10 hits so far
  132     1302        miss      10 hits so far
  133     2083        miss      10 hits so far
  134     1406        miss      10 hits so far
  135     2291        miss      10 hits so far
  136     2083        miss      10 hits so far
  137     8125        miss      10 hits so far
  138     2031        miss      10 hits so far
  139     7083        miss      10 hits so far
